DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW),Predicted Power Generation | (MW)
2024-01-06 08:00:00,10.026,0.979944,8.313,26.2937,26.352122000000023
2024-01-06 09:00:00,9.947,0.979836,7.394,18.215799999999998,18.255439999999982
2024-01-06 10:00:00,10.517,0.97999,8.254,26.0396,25.89305700000001
2024-01-06 11:00:00,10.581,0.980382,8.317,26.7423,26.497754000000015
2024-01-06 12:00:00,10.755,0.980668,7.409,18.931,18.838732000000014
2024-01-06 13:00:00,10.432,0.980933,7.051,16.0753,15.949475999999986
2024-01-06 14:00:00,10.614,0.981247,7.547,20.0987,19.939046
2024-01-06 15:00:00,11.457,0.981531,7.559,20.1365,19.98390200000002
2024-01-06 16:00:00,12.983,0.981724,6.069,9.55493,9.539532200000007
2024-01-06 17:00:00,14.633,0.981505,5.332,5.55527,5.457227699999997
2024-01-06 18:00:00,15.237,0.981382,4.721,3.2252199999999998,3.226498099999999
2024-01-06 19:00:00,15.131,0.981498,4.617,2.91283,2.9219821000000024
2024-01-06 20:00:00,15.51,0.981501,4.458,2.47979,2.4650481000000015
2024-01-06 21:00:00,14.88,0.981576,4.875,3.74732,3.7277539999999987
2024-01-06 22:00:00,13.757,0.981768,5.61,7.04354,7.049810200000001
2024-01-06 23:00:00,12.866,0.981954,5.369,5.75663,5.72483269999999
2024-01-07 00:00:00,12.5,0.982212,5.08,4.58612,4.5593001999999965
2024-01-07 01:00:00,12.274,0.982567,5.658,7.39604,7.3321894999999975
2024-01-07 02:00:00,12.347,0.982891,5.738,7.347090000000001,7.472693799999991
2024-01-07 03:00:00,12.244,0.983159,4.792,3.52361,3.4952926999999976
2024-01-07 04:00:00,12.129,0.983241,5.253,5.27767,5.278906000000001
2024-01-07 05:00:00,11.657,0.983117,5.759,7.96902,7.929036999999999
2024-01-07 06:00:00,11.088,0.983279,5.678,7.53005,7.394353600000001
2024-01-07 07:00:00,9.895,0.98364,5.131,4.667050000000001,4.729593200000003
2024-01-07 08:00:00,9.947,0.983907,4.007,1.40753,1.4032220999999987
2024-01-07 09:00:00,9.249,0.983945,3.415,0.0,0.0
2024-01-07 10:00:00,8.387,0.983863,3.313,0.0,0.0
2024-01-07 11:00:00,9.617,0.984189,2.479,0.0,0.0
2024-01-07 12:00:00,9.594,0.984243,1.953,0.0,0.0
2024-01-07 13:00:00,9.819,0.984223,2.624,0.0,0.0
2024-01-07 14:00:00,9.844,0.984469,3.219,0.0,0.0
2024-01-07 15:00:00,10.517,0.984406,3.455,0.0,0.0
2024-01-07 16:00:00,10.854,0.984589,2.131,0.0,0.0
2024-01-07 17:00:00,11.384,0.984463,1.223,0.0,0.0
2024-01-07 18:00:00,12.004,0.984418,0.934,0.0,0.0
2024-01-07 19:00:00,13.282,0.984232,1.567,0.0,0.0
2024-01-07 20:00:00,14.517,0.984252,0.834,0.0,0.0
2024-01-07 21:00:00,14.117,0.984206,0.864,0.0,0.0
2024-01-07 22:00:00,12.751,0.984313,1.62,0.0,0.0
2024-01-07 23:00:00,12.103,0.984614,2.521,0.0,0.0
2024-01-08 00:00:00,11.783,0.984747,2.771,0.0,0.0
2024-01-08 01:00:00,11.735,0.984747,3.948,1.2613599999999998,1.2651890999999997
2024-01-08 02:00:00,11.625,0.984866,3.517,0.0,0.0
2024-01-08 03:00:00,11.588,0.984919,3.626,0.6118680000000001,0.6066276900000002
2024-01-08 04:00:00,11.813,0.98457,4.615,2.9505500000000002,2.944955199999999
2024-01-08 05:00:00,11.594,0.984398,5.518,6.5116499999999995,6.5173822999999995
2024-01-08 06:00:00,11.954,0.98396,3.009,0.0,0.0
2024-01-08 07:00:00,11.627,0.983996,3.168,0.0,0.0
2024-01-08 08:00:00,11.778,0.984031,5.076,4.63633,4.602316199999993
2024-01-08 09:00:00,12.063,0.983761,4.563,2.82383,2.794362599999996
2024-01-08 10:00:00,12.367,0.983628,4.895,3.89375,3.8781068000000056
2024-01-08 11:00:00,12.395,0.983909,5.575,6.60929,6.649171799999993
2024-01-08 12:00:00,12.207,0.983795,2.683,0.0,0.0
2024-01-08 13:00:00,12.405,0.984168,4.302,2.10452,2.0969156
2024-01-08 14:00:00,12.062,0.984509,4.208,1.84554,1.8356132999999994
2024-01-08 15:00:00,12.514,0.984476,3.139,0.0,0.0
2024-01-08 16:00:00,13.359,0.984318,2.149,0.0,0.0
2024-01-08 17:00:00,14.367,0.984229,2.716,0.0,0.0
2024-01-08 18:00:00,14.426,0.983933,1.704,0.0,0.0
2024-01-08 19:00:00,14.559,0.983735,2.681,0.0,0.0
2024-01-08 20:00:00,14.386,0.983684,4.62,2.95024,2.9430136000000022
2024-01-08 21:00:00,14.653,0.98351,3.482,0.0,0.0
2024-01-08 22:00:00,14.082,0.983381,3.135,0.0,0.0
2024-01-08 23:00:00,13.349,0.983354,4.528,2.6290500000000003,2.6425688000000025
2024-01-09 00:00:00,13.252,0.983625,4.294,2.08377,2.0626463999999975
2024-01-09 01:00:00,12.755,0.983715,4.638,3.03489,3.0152249
2024-01-09 02:00:00,12.235,0.983769,4.38,2.26886,2.2767886999999987
2024-01-09 03:00:00,11.967,0.983677,3.882,1.13847,1.1159463000000005
2024-01-09 04:00:00,10.056,0.98343,4.387,2.31903,2.3119564
2024-01-09 05:00:00,8.796,0.983055,4.174,1.7436500000000001,1.7428169000000004
2024-01-09 06:00:00,8.154,0.982705,3.791,0.964167,0.9561524200000009
2024-01-09 07:00:00,8.297,0.982522,3.147,0.0,0.0
2024-01-09 08:00:00,8.4,0.982386,3.782,0.928327,0.9255016000000001
2024-01-09 09:00:00,7.982,0.982213,4.233,1.93203,1.926700399999998
2024-01-09 10:00:00,8.227,0.981952,4.554,2.8148899999999997,2.814809799999998
2024-01-09 11:00:00,7.901,0.981983,5.115,4.83817,4.808531399999996
2024-01-09 12:00:00,7.976,0.981885,4.86,3.81861,3.7849278999999982
2024-01-09 13:00:00,8.2,0.981747,4.27,2.02711,2.0317652999999973
2024-01-09 14:00:00,8.411,0.981524,3.711,0.788978,0.7876958100000003
2024-01-09 15:00:00,8.689,0.98134,3.745,0.848469,0.8471145599999995
2024-01-09 16:00:00,10.634,0.980717,2.911,0.0,0.0
2024-01-09 17:00:00,13.509,0.979698,3.704,0.6829,0.7112750199999993
2024-01-09 18:00:00,14.96,0.979115,4.717,3.22475,3.2277071999999962
2024-01-09 19:00:00,14.793,0.978607,4.714,3.2093000000000003,3.2137322000000017
2024-01-09 20:00:00,14.211,0.977966,5.329,5.54677,5.459519799999997
2024-01-09 21:00:00,14.2,0.977272,5.848,8.241209999999999,8.195692599999996
2024-01-09 22:00:00,14.367,0.976434,6.538,11.9436,11.899941999999987
2024-01-09 23:00:00,14.098,0.975803,7.91,22.5564,22.473216999999995
2024-01-10 00:00:00,13.525,0.975286,8.511,27.9619,27.697477999999993
2024-01-10 01:00:00,13.236,0.974907,10.247,45.3777,45.14046999999999
2024-01-10 02:00:00,12.886,0.974376,10.13,44.374,44.27890799999994
2024-01-10 03:00:00,13.223,0.97367,9.901,41.639900000000004,41.55722300000002
2024-01-10 04:00:00,13.443,0.972811,10.041,43.417,43.46332199999998
2024-01-10 05:00:00,13.158,0.971743,9.487,37.2614,37.132326999999975
2024-01-10 06:00:00,13.136,0.970801,8.876,31.759,31.516624000000014
2024-01-10 07:00:00,13.202,0.970176,8.606,28.7852,28.58496899999998
2024-01-10 08:00:00,13.213,0.969481,7.904,21.8253,22.403522999999996
2024-01-10 09:00:00,13.306,0.968463,6.564,11.7935,12.026998000000003
2024-01-10 10:00:00,13.283,0.967309,5.954,8.713719999999999,8.716159699999999
2024-01-10 11:00:00,13.195,0.966657,5.949,8.67993,8.685733100000006
2024-01-10 12:00:00,12.672,0.966076,7.136,16.0905,16.05014000000001
2024-01-10 13:00:00,12.594,0.965487,8.099,24.2417,24.061680000000006
2024-01-10 14:00:00,13.03,0.965396,7.583,19.8719,19.849660000000004
2024-01-10 15:00:00,12.681,0.965637,7.842,21.828400000000002,21.702410000000018
2024-01-10 16:00:00,11.892,0.965872,8.225,25.2833,25.28362500000002
2024-01-10 17:00:00,11.041,0.966014,8.271,25.7877,25.837730000000015
2024-01-10 18:00:00,10.493,0.966445,8.038,23.6683,23.461999000000006
2024-01-10 19:00:00,10.572,0.966463,8.069,24.0137,23.93311299999998
2024-01-10 20:00:00,11.319,0.966471,8.705,29.8394,29.916362000000017
2024-01-10 21:00:00,11.448,0.96682,9.94,42.084900000000005,41.89897299999995
2024-01-10 22:00:00,10.122,0.967361,9.363,36.2156,36.06428299999998
2024-01-10 23:00:00,9.586,0.967926,7.194,17.026799999999998,16.990575000000014
2024-01-11 00:00:00,9.182,0.968294,8.273,26.0415,26.006274000000005
2024-01-11 01:00:00,9.0,0.968693,7.479,19.3797,19.308778999999987
2024-01-11 02:00:00,8.815,0.968942,7.578,20.124599999999997,20.14237500000004
2024-01-11 03:00:00,8.744,0.96914,7.448,19.113599999999998,19.104830999999976
2024-01-11 04:00:00,8.696,0.969224,7.477,19.3536,19.38267599999998
2024-01-11 05:00:00,8.629,0.969148,6.808,13.946,13.582726000000005
2024-01-11 06:00:00,8.601,0.969278,6.338,11.087399999999999,11.088584999999993
2024-01-11 07:00:00,8.631,0.969519,5.993,9.061,9.071052200000008
2024-01-11 08:00:00,8.622,0.9696,6.181,10.3599,10.252779200000003
2024-01-11 09:00:00,8.628,0.969603,6.268,10.806,10.786301000000012
2024-01-11 10:00:00,7.751,0.9697,6.316,11.0494,11.023635000000004
2024-01-11 11:00:00,6.878,0.969822,8.519,28.1899,28.118145
2024-01-11 12:00:00,8.278,0.96969,7.217,17.049799999999998,17.15970500000001
